India,Kerala,Kovalam,,,Rockholm Seaside Hotel,Light House Road  Vizhinjam  Thiruvananthapuram,Kovalam,695 521,"2480 306, 2480 406, 2480 407, 2480 606",rockholm@techpark.net,www.rockholm.com,,471,13,,H,
India,Kerala,Kovalam,,,Hotel Neelakanta,Light House Beach  Kovalam,Thiruvanthapuram,695 527,480 321,info@hotelneelkanta.com,www.hotelneelkanta.com,,471,13,,H,
India,Kerala,Munnar,,,Club Mahindra Lake View,Chinnakanal Village  Via Surya Nelli  Devikulam  Idukki District,Munnar,685 618,49 224/ 6/ 8,"munnar@clubmahindra.com, resv.munnar@clubmahindra.",www.clubmahindra.com,,4868,13,,H,
India,Kerala,Munnar,Kerala Tourism Development Corporation Ltd,,KTDC Tea County,,Munnar,685 612,"530 460, 530 969",teacounty@vsnl.com,ktdc.com,,486,13,,H,
India,Kerala,Munnar,Wm Hospitality Pvt Ltd,,Windermere Estate,Post Box 21  Pothamedu,Munnar,685 612  ,230 512,info@windermeremunnar.com,www.windermeremunnar.com,,4865,13,,H,
India,Kerala,Munnar,Wm Hospitality Pvt Ltd,,Windermere Estate,Post Box 21  Pothamedu,Munnar,685 612  ,230 512,info@windermeremunnar.com,www.windermeremunnar.com,,4865,13,,COM,1
India,Kerala,Munnar,Wm Hospitality Pvt Ltd,,Windermere Estate,Post Box 21  Pothamedu,Munnar,685 612  ,230 512,info@windermeremunnar.com,www.windermeremunnar.com,,4865,13,,WEB,
India,Kerala,Munnar,,,High Range Club,,Munnar,685 612,2530 253/ 724,,,,486,13,,H,
India,Kerala,Munnar,,,Royal Retreat,Kannan Devan Hills,Munnar,685 612,"230 240, 230 440, 231 112 - 16",vnknair@sify.com,,,4865,13,,H,
India,Kerala,Munnar,,,Edassery Eastend,Temple Road,Munnar,685 612,530 451- 53,info@edasserygroup.com,edasserygroup.com,,486,13,,H,
India,Kerala,Munnar,,,Copper Castle,Kannan Devan Hills,Munnar,685 612,"530 633, 530 443",,,,486,13,,H,
India,Kerala,Peermade,,,Thri Sangu Haven,Kuttikkanam,Peermade,686 531,"332 491, 332 498, 332 693, 332 694",,www.thrisanguhaven.com,,486,13,,H,
India,Kerala,Thekkady,,,Hotel Kumily Gate,Kumily  Dist. Idukki,Thekkady,685 509,22 279,kumilygate@yahoo.com,,,4863,13,,H,
India,Kerala,Thekkady,,,Periyar House,Periyar Wild Life Sanctuary,Thekkady,685 536,322 026,,,,486,13,,H,
India,Kerala,Thrissur,,,Kadappuram Beach Resort,Nattika Beach,Thrissur,680 572,"644 988 , 429 542",kbrnatik@md4.vsnl.net.in,,,487,13,,H,
India,Kerala,Trivandrum,,,The South Park,M G Road  ,Thiruvananthapuram,695 034,"333 333, 325 666",southpark@vsnl.com,www.thesouthpark.com,,471,13,,H,
India,Kerala,Trivandrum,,,Hotel Horizon,Aristo Road  Thampanoor,Thiruvananthapuram,695 014,"326 888, 323 222, 323 242, 325 544",horizon@md3.vsnl.net.in,,,471,13,,H,
India,Kerala,Varkala,,,Preeth Beach Resort,P.O. Box No. 1400  Papanasam Cliff,Varkala,695 141,"600 942, 602 341",,,,472,13,,H,
India,Kerala,Vythiri,Lezeldor,,Vythiri Resort,Lakkidi  Wayanad,Vythiri,673 576,256 800,vythiri@lezeldor.com  marketing@lezeldor.com,www.vythiriresort.com,,4936,13,,H,
India,Kerala,Thekkady,Travelcart India Pvt Ltd,,Lake Palace,Periyar Wild Life Sanctuary,Thekkady,685 536,"223888, 223887",lakepalacethekkady@ktdc.com  aranyanivas@vsnl.com,,,4869,13,,H,
India,Karnataka,Badami,,,Hotel Badami Court,Station Road ,Badami,587 201,220230-33,rafiqmht@dataone.in  ,www.hotelbadamicourt.com,,8357,13,,H,
India,Karnataka,Bandipur,Rajsafaris Pvt. Ltd.,,Tusker Trails,Mangala Village  Gundlupet Taluk  Dist. Chamrajnagar,Bandipur National Pa,571 126,,,,,,13,,H,
India,Karnataka,Bangalore,,,Hotel Ivory Tower ,"Penthouse Floors  Barton Centre  84, M.G. Road",Bangalore,560 001,"4178 3333, 2558 9333",ivorytower@aswati.com,www.hotelivorytower.com,,80,13,,H,
India,Karnataka,Bangalore,,,Nahar's Heritage Hotel,"14, St. Marks Road",Bangalore,560 001,227 8731 - 36,,,,80,13,,H,
India,Karnataka,Bangalore,,,Hotel Rajmahal,33-34 Seshadri Road,Bangalore,560 009,"287 2304, 225 2266",,,,80,13,,H,
India,Karnataka,Bangalore,,,Victoria Hotel,"47- 48, Residency Road",Bangalore,560 025,"584 076, 584 077, 584 945, 585 028",,,,80,13,,H,
India,Karnataka,Bheemeshwari,Jungle Lodges and Resorts Ltd.,,Cauvery Fishing & Nature Camp,,Bheemeshwari,   ,,jungle@giasbg01.vsnl.net.in,www.junglelodges.com,,,13,,H,
India,Karnataka,BR Hills,Jungle Lodges and Resorts Ltd.,,K. Gudi Camp,,B.R. Hills,  ,23 182,,junglelodges.com,,8226,13,,H,
India,Karnataka,Dandeli,Indian Adventures Wildlife Resorts,,Bison River Resort,"Dandeli Wild Life Sanctuary  Village Ambeli, Post Ganeshgudi  Dist. Uttar Kannada",Dandeli,   ,"46 539, 46 548",indad@bom3.vsnl.net.in,indianadventues.com,,8383,13,,H,
India,Karnataka,Hassan,,,Hoysala Village Resort,Belur Road,Hassan,573 217,"56 065, 56 793, 56 792, 56 764",reservations@hoysalavillageresorts.com,http://www.hoysalavillageresorts.com,,8172,13,,H,
India,Karnataka,Hassan,,,Hoysala Village Resort,Belur Road,Hassan,573 217,"56 065, 56 793, 56 792, 56 764",reservations@hoysalavillageresorts.com,http://www.hoysalavillageresorts.com,,8172,13,,COM,1
India,Karnataka,Hassan,,,Southern Star Hassan,B.M. Highway,Hassan,573 201,99      ,sshassan@blr.vsnl.net.in,,,8172,13,,H,
India,Karnataka,Hassan,,,Hotel Suvarna Regency,B.M. Road  Post Box No. 97,Hassan,573 201,"66 774, 64 006, 64 279, 63 822",,,,8172,13,,H,
India,Karnataka,Hospet,,,Hotel Malligi,"6/143, J.N. Road",Hospet,583 201,428 101 (16 lines),malligihome@hotmail.com,,,839,13,,H,
India,Karnataka,Karwar,,,Devbagh Beach Resort,,Karwar,  ,26 596 21 603,,junglelodges.com,,8382,13,,H,
India,Karnataka,Siddhapura,Evolve Back Resorts,,"Evolve Back Chikkana Halli Estate, Coorg",Karadigodu Post  Kodagu (Coorg)  ,Siddhapura,571 253,258 481-4,coorg@evolveback.com,https://www.evolveback.com/coorg/,,8274,13,,H,
India,Karnataka,Siddhapura,Evolve Back Resorts,,"Evolve Back Chikkana Halli Estate, Coorg",Karadigodu Post  Kodagu (Coorg)  ,Siddhapura,571 253,258 481-4,coorg@evolveback.com,https://www.evolveback.com/coorg/,,8274,13,,SH,1
India,Karnataka,Siddhapura,Evolve Back Resorts,,"Evolve Back Chikkana Halli Estate, Coorg",Karadigodu Post  Kodagu (Coorg)  ,Siddhapura,571 253,258 481-4,coorg@evolveback.com,https://www.evolveback.com/coorg/,,8274,13,,WEB,
India,Karnataka,Madikeri,,,Hotel Rajdarshan,"116/2, M.G. Road  Dist. Kodagu",Madikeri,571 201,29 142,,,,8272,13,,H,
India,Karnataka,Madikeri,,,Hotel Coorg International,Convent Road  Marcara  Dist. Coorg,Madikeri,571 201,"29 390, 28 071",,,,8272,13,,H,
India,Karnataka,Mangalore,,,Summer Sands Beach Resort,Chota-Mangalore  Ullal,Mangalore,574 159,2467 690 - 92,summer@satyam.net.in,www. mangaloreinfo.com/tth/summer,,824,13,,H,
India,Karnataka,Mangalore,,,Moti Mahal,Falnir Road,Mangalore,575 001,,,,,22 211,13,,H,
India,Karnataka,Mysore,,,Lalitha Mahal Palace Hotel,,Mysore,570 011,2474270,lmph@bsnl.in,www.lalithamahal.com,,821,13,,H,
India,Karnataka,Mysore,,,The Villlage,106 Nanjungud Road,Mysore,570 004,"481 766, 481 310",thevillage@vsnl.com,,,821,13,,H,
India,Karnataka,Mysore,,,Southern Star,Vinobha Road,Mysore,570 005,"426 426, 427 527",southernstar@vsnl.com,www.southernstarmysore.com,,821,13,,H,
India,Karnataka,Mysore,,,Hotel Ramanashree,L - 43/A  Harding Circle,Mysore,570 001,"522 202, 563 056",ramanmys@bgl.vsnl.com,www.ramanashree,,821,13,,H,
India,Karnataka,Mysore,,,The Viceroy,Rajendra Enterprises  Sri Harsha Road,Mysore,570 001,"2428001, 2434687",viceroymys@dataone.in,theviceroygroup.com,,821,13,,H,
India,Karnataka,Mysore,,,Hotel Palace Plaza,Sri Harsha Road,Mysore,570 011,"430 034, 440 875, 420 424, 421 240",,hotelpalaceplaza.com,,821,13,,H,
India,Karnataka,Nagarhole,Jungle Lodges and Resorts Ltd.,,Kabini River Lodge,Karapur  Nagarhole National Park,Nagarhole, 571 114,264402/03/05,,www.junglelodges.com,,8228,13, 94495 99754,H,
India,Karnataka,Nagarhole,Jungle Lodges and Resorts Ltd.,,Kabini River Lodge,Karapur  Nagarhole National Park,Nagarhole, 571 114,264402/03/05,,www.junglelodges.com,,8228,13, 94495 99754,HH,
India,Karnataka,Nagarhole,Jungle Lodges and Resorts Ltd.,,Kabini River Lodge,Karapur  Nagarhole National Park,Nagarhole, 571 114,264402/03/05,,www.junglelodges.com,,8228,13, 94495 99754,COM,2
India,Karnataka,Nagarhole,,,Jungle Inn,Veerana Hosahalli  Hunsur - Nagarhole Main Road  Hunsur Taluk  Dist. Mysore,Nagarhole ,  ,52 781,,,,8222,13,,H,
India,Karnataka,Bandipur,,,Tiger Ranch,,Bandipur National Pa,,,,,,,13,,H,
India,Rajasthan,Jodhpur,,,Inn Season,P.W.D. Road,Jodhpur,342 001,2616 400,innseason@hotmail.com,,,291,13,,H,
India,Rajasthan,Junia,,,Amar Bagh,P.O. Junia via Kekeri  Dist. Ajmer  ,Junia,  ,88 622,,,,1467,13,,H,
India,Rajasthan,Kota,,,Brijraj Bhawan Palace Hotel,Civil Lines,Kota,324 001,"450 529, 328 701",,fhraindia.com/hotel/kota/brijraj,,744,13,,H,
India,Rajasthan,Mount Abu,,,Palace Hotel ,Bikaner House  Delwara Road,Mount Abu,307 501,"235 121, 238 673, 235 494, 235 363",bikhousemountabu@gmail.com  bikhouse@sancharnet.in,http://www.palacehotelbikanerhouse.com/,,2974,13,,H,
India,Rajasthan,Mount Abu,,,Sunrise Palace,Bharatpur Kothi,Mount Abu,307 501,"43 573, 38 773",,,,2974,13,,H,
India,Rajasthan,Udaipur,,,Rangniwas Palace Hotel,Lake Palace Road,Udaipur,313 001,"523 890, 523 891",,,,294,13,,H,
India,Kerala,Kozhikode,,,Kadavu,"NH-17, Calicut Bypass Road  Feroke College P.O.  ",Kozhikode,673 632,2830 027 / 023 / 570,reservations@kadavuresorts.com  sales@kadavuresorts.com,www.kadavuresorts.com,,483,13,,H,
India,Kerala,Kozhikode,,,Kappad Beach Resort,Kappad,Kozhikode,  ,"3760, 3706",kapl.aliva@sme.sprintrpg.ems.vsnl.net.in,,,49668,13,,H,
India,Kerala,Kozhikode,,,Hyson Heritage,P.B. No 114  Bank Road,Kozhikode,673 001,"766 726, 766 423",,,,495,13,,H,
India,Kerala,Kozhikode,,,Malabar Palace,Manuelsons Jn  G. H. Road,Kozhikode,673 001,"721 511, 720 212",,,,495,13,,H,
India,Kerala,Vythiri,,,Green Magic Nature Resort,Wayanad,Vythiri,  ,,,www.richsoft.com/tourindia,,,13,,H,
India,Kerala,Vythiri,,,Greeshmam Resorts,Valley View  Lakkidi  Dist. Wayanad,Vythiri,673 576,"655 356, 655 355",mhmcpt@md3.vsnl.net.in,,,493,13,,H,
India,Tamil Nadu,Coonoor,,,Velan Hotel Ritz,Bedford,Coonoor,643 101,"30 632, 30 784, 30 637, 30 084, 30 484",,,,423,13,,H,
India,Gujarat,Bhavnagar,North West Safaries,,Nilambag Palace Hotel,,Bhavnagar,364 002,"242 9323, 242 4241, 251 5854",nilambag@bsnl.com  reservation@nilambagpalace.com,www.nilambagpalace.com,,278,13,,H,
India,Gujarat,Utelia,The Estate Manager (Utelia),,The Palace Utelia,Distr. Ahmedabad,Utelia,382 230,29 5001,,,,2714,13,,H,
India,Rajasthan,Jodhpur,,,Devi Bhawan,"No. 1, Defence Laboratory Road  Ratanada Circle",Jodhpur,342 001,"251 1067, 251 2215, 309 1872",devibhawanjdh@gmail.com  info@devibhawan.com,www.devibhawan.com,,291,13,,H,
India,Rajasthan,Jodhpur,,,Devi Bhawan,"No. 1, Defence Laboratory Road  Ratanada Circle",Jodhpur,342 001,"251 1067, 251 2215, 309 1872",devibhawanjdh@gmail.com  info@devibhawan.com,www.devibhawan.com,,291,13,,HH,
India,Rajasthan,Jodhpur,,,Devi Bhawan,"No. 1, Defence Laboratory Road  Ratanada Circle",Jodhpur,342 001,"251 1067, 251 2215, 309 1872",devibhawanjdh@gmail.com  info@devibhawan.com,www.devibhawan.com,,291,13,,ST,4
India,Rajasthan,Jodhpur,,,Devi Bhawan,"No. 1, Defence Laboratory Road  Ratanada Circle",Jodhpur,342 001,"251 1067, 251 2215, 309 1872",devibhawanjdh@gmail.com  info@devibhawan.com,www.devibhawan.com,,291,13,,RIK,
India,Uttar Pradesh,Agra,,,ITC The Mughal,Fatehabad Road  Taj Ganj,Agra,282 001,233 1701 - 728,reservations@itchotels.in,,,562,13,,H,
India,Maharashtra,Mumbai,Sarovar Hotels & Resorts,,Hotel Marine Plaza,"29, Marine Drive",Mumbai,400 020,285 1212,,,,22,13,,H,
India,Sikkim,Pelling,Clubside Tours & Travels Pvt Ltd,,Hotel Norbu Gang,,Pelling,737 113,"58216, 50566",,,,3595,13,,H,
India,West Bengal,Jaldapara,Clubside Tours & Travels Pvt Ltd,,Jaldapara Tourist Lodge,,Jaldapara, ,,,,,,13,,H,
India,Rajasthan,Bundi,,,Ishwari Niwas Palace,1 Civil Lines  ,Bundi,323 001,"244 3541, 244 2414",in_heritage@indiatimes.com  balbhadrasingh@ishwariniwas.com,www.ishwariniwas.com,,747,13,,H,
India,Rajasthan,Jaisalmer,,,Nachana Haveli,Gandhi Chowk,Jaisalmer,345 001,"252 110, 255 565",nachana_haveli@yahoo.com  ,www.nachanahaveli.com,,2992,13,,H,
India,Rajasthan,Jaisalmer,,,Nachana Haveli,Gandhi Chowk,Jaisalmer,345 001,"252 110, 255 565",nachana_haveli@yahoo.com  ,www.nachanahaveli.com,,2992,13,,HH,
India,Rajasthan,Jaisalmer,,,Nachana Haveli,Gandhi Chowk,Jaisalmer,345 001,"252 110, 255 565",nachana_haveli@yahoo.com  ,www.nachanahaveli.com,,2992,13,,ST,1
India,Rajasthan,Jaisalmer,,,Nachana Haveli,Gandhi Chowk,Jaisalmer,345 001,"252 110, 255 565",nachana_haveli@yahoo.com  ,www.nachanahaveli.com,,2992,13,,RIK,
India,Rajasthan,Jaisalmer,,,Nachana Haveli,Gandhi Chowk,Jaisalmer,345 001,"252 110, 255 565",nachana_haveli@yahoo.com  ,www.nachanahaveli.com,,2992,13,,WEB,
India,Rajasthan,Osian,The Safari Club ,,The Camel Camp Osian,,Osian,  ,"243 7023, 261 0192, 513 2277, 513 2288",info@indiasafariclub.com  camelcamposian@yahoo.com  info@camelcamposian.com  ,www.camelcamposian.com,,291,13,,H,
India,Rajasthan,Osian,The Safari Club ,,The Camel Camp Osian,,Osian,  ,"243 7023, 261 0192, 513 2277, 513 2288",info@indiasafariclub.com  camelcamposian@yahoo.com  info@camelcamposian.com  ,www.camelcamposian.com,,291,13,,COM,1
India,Rajasthan,Osian,The Safari Club ,,The Camel Camp Osian,,Osian,  ,"243 7023, 261 0192, 513 2277, 513 2288",info@indiasafariclub.com  camelcamposian@yahoo.com  info@camelcamposian.com  ,www.camelcamposian.com,,291,13,,RIK,
India,Kerala,Kozhikode,,,Malabar Houseboats,1/335 Purakkatri  Thalakalathur (P.O.)    ,Kozhikode,673 317,452 045,malabarhouseboat@hotmail.com  kainady@md4.vsnl.net,www.kainady.com,,495,13,,H,
India,Kerala,Sultan Battery,,,Tranquil Resort,Aswati Plantations Ltd.  Kuppamudi Coffee Estate  Kolagapara P.O.  Wayanad,Sultan Battery,673 591,220 244,tranquilresort@gmail.com,www.tranquilresort.com,,4936,13,,H,
India,Kerala,Kovalam,,,Hotel Samudra,Kovalam  Thiruvananthapuram,Kovalam,695 527,"2480 089, 2481 412, 2481 413",samudra@md3.vsnl.net.in,ktdc@vsnl.com,,471,13,,H,
India,Kerala,Thrissur,,,The River Retreat Heritage Ayurvedic Resort,Palace Road  Cheruthuruthy,Thrissur,679 531,264444,info@riverretreat.in,http://riverretreat.in,,488,13,,H,
India,Kerala,Thrissur,,,The River Retreat Heritage Ayurvedic Resort,Palace Road  Cheruthuruthy,Thrissur,679 531,264444,info@riverretreat.in,http://riverretreat.in,,488,13,,ST,1
India,Kerala,Kovalam,,,The Leela Beach,Kovalam  Thiruvananthapuram,Kovalam,695 527,480 101,htlashok@giasmd01.vsnl.net.in,www.ashokgroup.com,,471,13,,H,
India,Rajasthan,Udaipur,,,Laxmi Vilas Palace Hotel,,Udaipur,313 001,2529 711- 15,udaipur@thegrandhotels.net,www.fhrai.com,,294,13,,H,
India,Rajasthan,Ajmer,,,Mansingh Palace,Vaishali Nagar  ,Ajmer,305 001,"425 855, 425 857, 425 702, 425 956",sales.ajmer@mansinghhotels.com  sales.delhi@mansinghhotels.com,www.mansinghhotels.com,,145,13,,H,
India,Goa,Goa,,,Nilaya Hermitage,Arpora Bhati  Arpora,Goa,403 518,"227 6793, 227 6794",info@nilaya.com  reservations@nilaya.com  ,www.nilaya.com,,832,13,,H,
India,Goa,Goa,Windermere Hotels Pvt Ltd,,Laguna Anjuna,Mazal Vado,Anjuna,403 509,"2274 305, 2273 248, 2274 131",info@lagunaanjuna.com,anjuna-goa.com,,832,13,,H,
India,Goa,Goa,,,Pousada Tauma,Porba Vaddo  Calangute,Goa,403 516,227 9061 to 227 9063,neville@pousada-tauma.com,www.pousada-tauma.com,,832,13,,H,
India,Goa,Goa,,,Taj Exotica Goa,"Calwaddo  Benaulim, Salcete",Goa,403 716,6683333,exoticabc.goa@tajhotels.com,"http://www.tajhotels.com/Leisure/Taj%20Exotica,GOA/default.htm",,832,13,,H,
India,Goa,Goa,,,The Leela Palace,"Mobor, Cavelossim",Goa,403 731,2871234,leela@goa1.dot.net.in,www.theleela.com,,832,13,,H,
India,Maharashtra,Aurangabad,,,Rama International,"R-3, Chikalthana",Aurangabad,431 210,485 441 to 44,rama@welcomemail.wiprobt.vsnl.net.in,fhrai.com,,240,13,,H,
India,Maharashtra,Lonavala,,,Fariyas Holiday Resort,P.O. Box No.8   Frichley Hill  Tungarli,Lonavala,410 401,738 52 to 55,fhrl@pn3.vsnl.net.in,,,2114,13,,H,
India,Maharashtra,Pune,,,Le Meridien,Raja Bahudur Mill Road,Pune,411 001,6050505,lmpune@lemeridien-pune.com,,,20,13,,H,
India,Maharashtra,Pune,,,Hotel Sunderban,19 Koregaon Park  Next to Osho Commune,Pune,411 001,"2612 4949, 2612 8383",info@tghotels.com,www.tghotels.com,,20,13,,H,
India,Maharashtra,Nagpur,,,The Pride Hotel ,Opp Airport  Wardha Road,Nagpur,440 025,"261 102 - 06, 260112 -14",pride@nagpur.dot.net.in,pridegroup.com,,712,13,,H,
India,Maharashtra,Mahabaleshwar,,,Hotel Dreamland,Behind S.T. Bus Stand  ,Mahabaleshwar,412 806,600 60 to 62,,,,2168,13,,H,
India,West Bengal,Darjeeling,,,Windamere Hotel,Observatory Hill,Darjeeling,734 101, 225 4041-2,reservations@windamerehotel.net  windamere@windamerehotel.net  shubhana@windamerehotel.net,www.windamerehotel.com,,354,13,,H,
India,West Bengal,Darjeeling,,,Windamere Hotel,Observatory Hill,Darjeeling,734 101, 225 4041-2,reservations@windamerehotel.net  windamere@windamerehotel.net  shubhana@windamerehotel.net,www.windamerehotel.com,,354,13,,HH,
India,West Bengal,Darjeeling,,,Windamere Hotel,Observatory Hill,Darjeeling,734 101, 225 4041-2,reservations@windamerehotel.net  windamere@windamerehotel.net  shubhana@windamerehotel.net,www.windamerehotel.com,,354,13,,SH,2
India,West Bengal,Darjeeling,,,Windamere Hotel,Observatory Hill,Darjeeling,734 101, 225 4041-2,reservations@windamerehotel.net  windamere@windamerehotel.net  shubhana@windamerehotel.net,www.windamerehotel.com,,354,13,,WEB,
India,West Bengal,Darjeeling,Elgin Hotels Pvt Ltd - (old),,The Elgin,18 H D Lama Road,Darjeeling,734 101,"225 7227-226, 225 4082",elgin@elginhotels.com  newelgin@sancharnet.in,www.elginhotels.com,,354,13,,H,
India,West Bengal,Darjeeling,Elgin Hotels Pvt Ltd - (old),,The Elgin,18 H D Lama Road,Darjeeling,734 101,"225 7227-226, 225 4082",elgin@elginhotels.com  newelgin@sancharnet.in,www.elginhotels.com,,354,13,,COM,1
India,West Bengal,Darjeeling,Elgin Hotels Pvt Ltd - (old),,The Elgin,18 H D Lama Road,Darjeeling,734 101,"225 7227-226, 225 4082",elgin@elginhotels.com  newelgin@sancharnet.in,www.elginhotels.com,,354,13,,HH,
India,West Bengal,Darjeeling,Elgin Hotels Pvt Ltd - (old),,The Elgin,18 H D Lama Road,Darjeeling,734 101,"225 7227-226, 225 4082",elgin@elginhotels.com  newelgin@sancharnet.in,www.elginhotels.com,,354,13,,WEB,
India,West Bengal,Darjeeling,Elgin Hotels Pvt Ltd - (old),,The Elgin,18 H D Lama Road,Darjeeling,734 101,"225 7227-226, 225 4082",elgin@elginhotels.com  newelgin@sancharnet.in,www.elginhotels.com,,354,13,,RIK,
India,Sikkim,Gangtok,Elgin Hotels Pvt Ltd - (old),,Nor Khill Hotel,Plajor Stadium,Gangtok,737 101,"220 064, 205 637, 200 170",norkhill@elginhotels.com  norkhill@sify.com,www.elginhotels.com,,3592,13,,H,
India,Sikkim,Gangtok,Elgin Hotels Pvt Ltd - (old),,Nor Khill Hotel,Plajor Stadium,Gangtok,737 101,"220 064, 205 637, 200 170",norkhill@elginhotels.com  norkhill@sify.com,www.elginhotels.com,,3592,13,,COM,1
India,Sikkim,Gangtok,Elgin Hotels Pvt Ltd - (old),,Nor Khill Hotel,Plajor Stadium,Gangtok,737 101,"220 064, 205 637, 200 170",norkhill@elginhotels.com  norkhill@sify.com,www.elginhotels.com,,3592,13,,HH,
India,Sikkim,Gangtok,Elgin Hotels Pvt Ltd - (old),,Nor Khill Hotel,Plajor Stadium,Gangtok,737 101,"220 064, 205 637, 200 170",norkhill@elginhotels.com  norkhill@sify.com,www.elginhotels.com,,3592,13,,WEB,
India,Sikkim,Gangtok,Elgin Hotels Pvt Ltd - (old),,Nor Khill Hotel,Plajor Stadium,Gangtok,737 101,"220 064, 205 637, 200 170",norkhill@elginhotels.com  norkhill@sify.com,www.elginhotels.com,,3592,13,,RIK,
India,Sikkim,Gangtok,,,Netuk House,Tibet road,Gangtok,737 101,"204 766, 206 778",netukhouse@gmail.com  ,www.envisionsikkim.com/netukhouse,,3592,13,,H,
India,Sikkim,Gangtok,,,Netuk House,Tibet road,Gangtok,737 101,"204 766, 206 778",netukhouse@gmail.com  ,www.envisionsikkim.com/netukhouse,,3592,13,,HH,
India,Sikkim,Gangtok,,,Netuk House,Tibet road,Gangtok,737 101,"204 766, 206 778",netukhouse@gmail.com  ,www.envisionsikkim.com/netukhouse,,3592,13,,WEB,
India,Sikkim,Gangtok,,,Netuk House,Tibet road,Gangtok,737 101,"204 766, 206 778",netukhouse@gmail.com  ,www.envisionsikkim.com/netukhouse,,3592,13,,ST,2
India,Sikkim,Gangtok,,,Netuk House,Tibet road,Gangtok,737 101,"204 766, 206 778",netukhouse@gmail.com  ,www.envisionsikkim.com/netukhouse,,3592,13,,RIK,
India,West Bengal,Kalimpong,Elgin Hotels Pvt Ltd - (old),,Silver Oaks,Ringkingpong Road,Kalimpong,734 301,255 767,silveroaks@elginhotels.com  silveroaks@sancharnet.in,www.elginhotels.com,,3552,13,84201 99180,H,
India,West Bengal,Kalimpong,Elgin Hotels Pvt Ltd - (old),,Silver Oaks,Ringkingpong Road,Kalimpong,734 301,255 767,silveroaks@elginhotels.com  silveroaks@sancharnet.in,www.elginhotels.com,,3552,13,84201 99180,HH,
India,West Bengal,Kalimpong,Elgin Hotels Pvt Ltd - (old),,Silver Oaks,Ringkingpong Road,Kalimpong,734 301,255 767,silveroaks@elginhotels.com  silveroaks@sancharnet.in,www.elginhotels.com,,3552,13,84201 99180,COM,1
India,West Bengal,Kalimpong,Elgin Hotels Pvt Ltd - (old),,Silver Oaks,Ringkingpong Road,Kalimpong,734 301,255 767,silveroaks@elginhotels.com  silveroaks@sancharnet.in,www.elginhotels.com,,3552,13,84201 99180,WEB,
India,West Bengal,Kalimpong,Elgin Hotels Pvt Ltd - (old),,Silver Oaks,Ringkingpong Road,Kalimpong,734 301,255 767,silveroaks@elginhotels.com  silveroaks@sancharnet.in,www.elginhotels.com,,3552,13,84201 99180,RIK,
India,West Bengal,Kalimpong,,,Himalayan Hotel,,Kalimpong,734 301,"255 248, 258 602",himalayanhotel@gmail.com  ,www.himalayanhotel.com,,3552,13,,H,
India,Sikkim,Martam,Netuk House,,Martam Village Resort,Gangkha  Upper Martam,Martam,  ,203 314,martamvillageresort@gmail.com,http://sikkim-martam-resort.com/,,3592,13,,H,
India,Sikkim,Martam,Netuk House,,Martam Village Resort,Gangkha  Upper Martam,Martam,  ,203 314,martamvillageresort@gmail.com,http://sikkim-martam-resort.com/,,3592,13,,ST,1
India,Sikkim,Martam,Netuk House,,Martam Village Resort,Gangkha  Upper Martam,Martam,  ,203 314,martamvillageresort@gmail.com,http://sikkim-martam-resort.com/,,3592,13,,RIK,
India,Meghalaya,Shillong,,,Hotel Alpine Continental ,Thana Road/Quinton Road ,Shillong,793 001,"220 991 - 95, 223 617",alpine@det.vsnl.net.in,,,364,13,,H,
